sku,nombre,precio,stock,categoria,descripcion,imagenUrl
SKU-106203,Producto 106203,1062030.50,203,Deportes,Descripción del producto 106203,https://cdn.example.com/img/106203.jpg
,Producto 106204,1062040.50,204,Juguetes,Descripción del producto 106204,https://cdn.example.com/img/106204.jpg
SKU-106205,,1062050.50,205,Libros,Descripción del producto 106205,https://cdn.example.com/img/106205.jpg
SKU-106206,Producto 106206,no-es-un-numero,206,Alimentos,Descripción del producto 106206,https://cdn.example.com/img/106206.jpg
SKU-106207,Producto 106207,1062070.50,207,Belleza,Descripción del producto 106207,https://cdn.example.com/img/106207.jpg
SKU-106208,Producto 106208,1062080.50,208,Herramientas,Descripción del producto 106208,https://cdn.example.com/img/106208.jpg
SKU-106209,Producto 106209,1062090.50,209,Mascotas,Descripción del producto 106209,https://cdn.example.com/img/106209.jpg
SKU-106210,Producto 106210,-1062100.50,210,Electrónica,Descripción del producto 106210,https://cdn.example.com/img/106210.jpg
,Producto 106211,1062110.50,211,Hogar,Descripción del producto 106211,https://cdn.example.com/img/106211.jpg
SKU-106212,Producto 106212,1062120.50,212,ROPA,Descripción del producto 106212,https://cdn.example.com/img/106212.jpg
SKU-106213,Producto 106213,1062130.50,213,Deportes,Descripción del producto 106213,https://cdn.example.com/img/106213.jpg
SKU-106214,Producto 106214,1062140.50,214,,Descripción del producto 106214,https://cdn.example.com/img/106214.jpg
SKU-106215,Producto 106215,1062150.50,215,Libros,Descripción del producto 106215,https://cdn.example.com/img/106215.jpg
SKU-106216,,1062160.50,216,Alimentos,Descripción del producto 106216,https://cdn.example.com/img/106216.jpg
SKU-106217,Producto 106217,1062170.50,217,Belleza,Descripción del producto 106217,https://cdn.example.com/img/106217.jpg
,Producto 106218,1062180.50,218,Herramientas,Descripción del producto 106218,https://cdn.example.com/img/106218.jpg
SKU-106219,Producto 106219,1062190.50,219,Mascotas,Descripción del producto 106219,https://cdn.example.com/img/106219.jpg
sku-106220,Producto 106220,1062200.50,220,Electrónica,Descripción del producto 106220,https://cdn.example.com/img/106220.jpg
SKU-106221,Producto 106221,1062210.50,221,Hogar,Descripción del producto 106221,https://cdn.example.com/img/106221.jpg
SKU-106222,Producto 106222,1062220.50,222,Ropa,Descripción del producto 106222,https://cdn.example.com/img/106222.jpg
SKU-106223,Producto 106223,-1062230.50,223,Deportes,Descripción del producto 106223,https://cdn.example.com/img/106223.jpg
SKU-106224,Producto 106224,1062240.50,224,Juguetes,Descripción del producto 106224,https://cdn.example.com/img/106224.jpg
,Producto 106225,1062250.50,225,Libros,Descripción del producto 106225,https://cdn.example.com/img/106225.jpg
SKU-106226,Producto 106226,1062260.50,226,Alimentos,Descripción del producto 106226,https://cdn.example.com/img/106226.jpg
SKU-106227,,1062270.50,227,Belleza,Descripción del producto 106227,https://cdn.example.com/img/106227.jpg
SKU-106228,Producto 106228,1062280.50,228,Herramientas,Descripción del producto 106228,https://cdn.example.com/img/106228.jpg
SKU-106229,Producto 106229,1062290.50,-229,Mascotas,Descripción del producto 106229,https://cdn.example.com/img/106229.jpg
SKU-106230,Producto 106230,1062300.50,230,Electrónica,Descripción del producto 106230,https://cdn.example.com/img/106230.jpg
SKU-106231,Producto 106231,1062310.50,231,Hogar,Descripción del producto 106231,no-es-una-url
,Producto 106232,1062320.50,232,Ropa,Descripción del producto 106232,https://cdn.example.com/img/106232.jpg
SKU-106233,Producto 106233,1062330.50,233.75,Deportes,Descripción del producto 106233,https://cdn.example.com/img/106233.jpg
SKU-106234,Producto 106234,1062340.50,234,Juguetes,Descripción del producto 106234,https://cdn.example.com/img/106234.jpg
SKU-106235,Producto 106235,1062350.50,235,Libros,Descripción del producto 106235,https://cdn.example.com/img/106235.jpg
SKU-106236,Producto 106236,-1062360.50,236,Alimentos,Descripción del producto 106236,https://cdn.example.com/img/106236.jpg
SKU-106237,Producto 106237,1062370.50,237,,Descripción del producto 106237,https://cdn.example.com/img/106237.jpg
SKU-106238,,1062380.50,238,Herramientas,Descripción del producto 106238,https://cdn.example.com/img/106238.jpg
,Producto 106239,1062390.50,239,Mascotas,Descripción del producto 106239,https://cdn.example.com/img/106239.jpg
SKU-106240,Producto 106240,1062400.50,240,Electrónica,Descripción del producto 106240,https://cdn.example.com/img/106240.jpg
SKU-106241,Producto 106241,1062410.50,241,Hogar,Descripción del producto 106241,https://cdn.example.com/img/106241.jpg
SKU-106242,Producto 106242,1062420.50,242,Ropa,Descripción del producto 106242,https://cdn.example.com/img/106242.jpg
SKU-106243,Producto 106243,1062430.50,243,Deportes,Descripción del producto 106243,https://cdn.example.com/img/106243.jpg
SKU-106244,Producto 106244,1062440.50,244,Juguetes,Descripción del producto 106244,https://cdn.example.com/img/106244.jpg
SKU-106245,Producto 106245,1062450.50,245,Libros,Descripción del producto 106245,https://cdn.example.com/img/106245.jpg
,Producto 106246,1062460.50,246,Alimentos,Descripción del producto 106246,https://cdn.example.com/img/106246.jpg
SKU-106247,Producto 106247,1062470.50,247,Belleza,Descripción del producto 106247,https://cdn.example.com/img/106247.jpg
SKU-106248,Producto 106248,1062480.50,-248,Herramientas,Descripción del producto 106248,https://cdn.example.com/img/106248.jpg
SKU-106249,,1062490.50,249,Mascotas,Descripción del producto 106249,https://cdn.example.com/img/106249.jpg
SKU-106250,Producto 106250,1062500.50,250.75,Electrónica,Descripción del producto 106250,https://cdn.example.com/img/106250.jpg
SKU-106251,Producto 106251,1062510.50,251,Hogar,Descripción del producto 106251,https://cdn.example.com/img/106251.jpg
SKU-106252,Producto 106252,1062520.50,252,Ropa,Descripción del producto 106252,https://cdn.example.com/img/106252.jpg
,Producto 106253,1062530.50,253,Deportes,Descripción del producto 106253,https://cdn.example.com/img/106253.jpg
SKU-106254,Producto 106254,1062540.50,254,Juguetes,Descripción del producto 106254,https://cdn.example.com/img/106254.jpg
SKU-106255,Producto 106255,1062550.50,255,Libros,Descripción del producto 106255,https://cdn.example.com/img/106255.jpg
SKU-106228,Producto 106256,1062560.50,256,Alimentos,Descripción del producto 106256,https://cdn.example.com/img/106256.jpg
SKU-106257,Producto 106257,1062570.50,257,Belleza,Descripción del producto 106257,https://cdn.example.com/img/106257.jpg
SKU-106258,Producto 106258,1062580.50,258,Herramientas,Descripción del producto 106258,https://cdn.example.com/img/106258.jpg
SKU-106259,Producto 106259,1062590.123456,259,Mascotas,Descripción del producto 106259,https://cdn.example.com/img/106259.jpg
,Producto 106260,1062600.50,260,Electrónica,Descripción del producto 106260,https://cdn.example.com/img/106260.jpg
SKU-106261,Producto 106261,1062610.50,261,Hogar,Descripción del producto 106261,https://cdn.example.com/img/106261.jpg
SKU-106262,Producto 106262,-1062620.50,262,Ropa,Descripción del producto 106262,https://cdn.example.com/img/106262.jpg
SKU-106263,Producto 106263,1062630.50,263,Deportes,Descripción del producto 106263,https://cdn.example.com/img/106263.jpg
SKU-106264,Producto 106264,1062640.50,abc,Juguetes,Descripción del producto 106264,https://cdn.example.com/img/106264.jpg
SKU-106265,Producto 106265,1062650.50,265,LIBROS,Descripción del producto 106265,https://cdn.example.com/img/106265.jpg
SKU-106266,Producto 106266,1062660.50,266,Alimentos,Descripción del producto 106266,https://cdn.example.com/img/106266.jpg
,Producto 106267,1062670.50,267,Belleza,Descripción del producto 106267,https://cdn.example.com/img/106267.jpg
SKU-106268,Producto 106268,no-es-un-numero,268,Herramientas,Descripción del producto 106268,https://cdn.example.com/img/106268.jpg
SKU-106269,Producto 106269,1062690.50,269,Mascotas,Descripción del producto 106269,https://cdn.example.com/img/106269.jpg
SKU-106270,Producto 106270,1062700.50,270,Electrónica,Descripción del producto 106270,https://cdn.example.com/img/106270.jpg
SKU-106271,,1062710.50,271,Hogar,Descripción del producto 106271,https://cdn.example.com/img/106271.jpg
SKU-106272,Producto 106272,1062720.50,272,Ropa,Descripción del producto 106272,no-es-una-url
SKU-106273,Producto 106273,1062730.50,273,Deportes,Descripción del producto 106273,https://cdn.example.com/img/106273.jpg
,Producto 106274,1062740.50,274,Juguetes,Descripción del producto 106274,https://cdn.example.com/img/106274.jpg
SKU-106275,Producto 106275,-1062750.50,275,Libros,Descripción del producto 106275,https://cdn.example.com/img/106275.jpg
SKU-106276,Producto 106276,1062760.50,276,Alimentos,Descripción del producto 106276,https://cdn.example.com/img/106276.jpg
SKU-106277,Producto 106277,1062770.50,277,Belleza,Descripción del producto 106277,https://cdn.example.com/img/106277.jpg
SKU-106278,Producto 106278,1062780.50,278,Herramientas,Descripción del producto 106278,https://cdn.example.com/img/106278.jpg
SKU-106279,Producto 106279,1062790.50,279,Mascotas,Descripción del producto 106279,https://cdn.example.com/img/106279.jpg
SKU-106280,Producto 106280,1062800.50,280,Electrónica,Descripción del producto 106280,https://cdn.example.com/img/106280.jpg
,Producto 106281,1062810.50,281,Hogar,Descripción del producto 106281,https://cdn.example.com/img/106281.jpg
SKU-106282,,1062820.50,282,Ropa,Descripción del producto 106282,https://cdn.example.com/img/106282.jpg
SKU-106283,Producto 106283,1062830.50,283,,Descripción del producto 106283,https://cdn.example.com/img/106283.jpg
SKU-106284,Producto 106284,1062840.50,284.75,Juguetes,Descripción del producto 106284,https://cdn.example.com/img/106284.jpg
SKU-106257,Producto 106285,1062850.50,285,Libros,Descripción del producto 106285,https://cdn.example.com/img/106285.jpg
SKU-106286,Producto 106286,1062860.50,-286,Alimentos,Descripción del producto 106286,https://cdn.example.com/img/106286.jpg
SKU-106287,Producto 106287,1062870.50,287,Belleza,Descripción del producto 106287,https://cdn.example.com/img/106287.jpg
,Producto 106288,1062880.50,288,Herramientas,Descripción del producto 106288,https://cdn.example.com/img/106288.jpg
SKU-106289,Producto 106289,1062890.50,289,Mascotas,Descripción del producto 106289,https://cdn.example.com/img/106289.jpg
SKU-106290,Producto 106290,1062900.50,290,Electrónica,Descripción del producto 106290,https://cdn.example.com/img/106290.jpg
SKU-106291,Producto 106291,1062910.50,291,Hogar,Descripción del producto 106291,https://cdn.example.com/img/106291.jpg
SKU-106292,Producto 106292,1062920.50,292,Ropa,Descripción del producto 106292,https://cdn.example.com/img/106292.jpg
SKU-106293,,1062930.50,293,Deportes,Descripción del producto 106293,https://cdn.example.com/img/106293.jpg
SKU-106294,Producto 106294,1062940.50,294,Juguetes,Descripción del producto 106294,https://cdn.example.com/img/106294.jpg
,Producto 106295,1062950.50,295,Libros,Descripción del producto 106295,https://cdn.example.com/img/106295.jpg
SKU-106296,  Producto   106296   con   espacios  ,1062960.50,296,Alimentos,Descripción del producto 106296,https://cdn.example.com/img/106296.jpg
SKU-106297,Producto 106297,1062970.50,297,Belleza,Descripción del producto 106297,https://cdn.example.com/img/106297.jpg
SKU-106298,Producto 106298,1062980.50,298,Herramientas,Descripción del producto 106298,https://cdn.example.com/img/106298.jpg
SKU-106299,Producto 106299,no-es-un-numero,299,Mascotas,Descripción del producto 106299,https://cdn.example.com/img/106299.jpg
SKU-106300,Producto 106300,1063000.50,300,Electrónica,Descripción del producto 106300,https://cdn.example.com/img/106300.jpg
SKU-106301,Producto 106301,-1063010.50,301,Hogar,Descripción del producto 106301,https://cdn.example.com/img/106301.jpg
,Producto 106302,1063020.50,302,Ropa,Descripción del producto 106302,https://cdn.example.com/img/106302.jpg
SKU-106303,Producto 106303,1063030.50,303,Deportes,Descripción del producto 106303,https://cdn.example.com/img/106303.jpg
SKU-106304,,1063040.50,304,Juguetes,Descripción del producto 106304,https://cdn.example.com/img/106304.jpg
SKU-106305,Producto 106305,1063050.50,-305,Libros,Descripción del producto 106305,https://cdn.example.com/img/106305.jpg
SKU-106306,Producto 106306,1063060.50,306,,Descripción del producto 106306,https://cdn.example.com/img/106306.jpg
SKU-106307,Producto 106307,1063070.50,307,Belleza,Descripción del producto 106307,https://cdn.example.com/img/106307.jpg
SKU-106308,Producto 106308,1063080.50,308,Herramientas,Descripción del producto 106308,https://cdn.example.com/img/106308.jpg
,Producto 106309,1063090.50,309,Mascotas,Descripción del producto 106309,https://cdn.example.com/img/106309.jpg
SKU-106310,Producto 106310,1063100.50,310,Electrónica,Descripción del producto 106310,https://cdn.example.com/img/106310.jpg
SKU-106311,Producto 106311,1063110.50,311,Hogar,Descripción del producto 106311,https://cdn.example.com/img/106311.jpg
SKU-106312,Producto 106312,1063120.50,312,Ropa,Descripción del producto 106312,https://cdn.example.com/img/106312.jpg
SKU-106313,Producto 106313,1063130.50,313,Deportes,Descripción del producto 106313,no-es-una-url
SKU-106314,Producto 106314,-1063140.50,314,Juguetes,Descripción del producto 106314,https://cdn.example.com/img/106314.jpg
SKU-106315,,1063150.50,315,Libros,Descripción del producto 106315,https://cdn.example.com/img/106315.jpg
,Producto 106316,1063160.50,316,Alimentos,Descripción del producto 106316,https://cdn.example.com/img/106316.jpg
SKU-106317,Producto 106317,1063170.50,317,Belleza,Descripción del producto 106317,https://cdn.example.com/img/106317.jpg
SKU-106318,Producto 106318,1063180.50,318.75,Herramientas,Descripción del producto 106318,https://cdn.example.com/img/106318.jpg
SKU-106319,Producto 106319,1063190.50,319,Mascotas,Descripción del producto 106319,https://cdn.example.com/img/106319.jpg
SKU-106320,Producto 106320,1063200.50,320,Electrónica,Descripción del producto 106320,https://cdn.example.com/img/106320.jpg
SKU-106321,Producto 106321,1063210.50,321,Hogar,Descripción del producto 106321,https://cdn.example.com/img/106321.jpg
SKU-106322,Producto 106322,1063220.50,322,Ropa,Descripción del producto 106322,https://cdn.example.com/img/106322.jpg
,Producto 106323,1063230.50,323,Deportes,Descripción del producto 106323,https://cdn.example.com/img/106323.jpg
SKU-106324,Producto 106324,1063240.50,-324,Juguetes,Descripción del producto 106324,https://cdn.example.com/img/106324.jpg
SKU-106325,Producto 106325,1063250.50,325,Libros,Descripción del producto 106325,https://cdn.example.com/img/106325.jpg
SKU-106326,,1063260.50,326,Alimentos,Descripción del producto 106326,https://cdn.example.com/img/106326.jpg
SKU-106327,Producto 106327,-1063270.50,327,Belleza,Descripción del producto 106327,https://cdn.example.com/img/106327.jpg
SKU-106328,Producto 106328,1063280.50,328,Herramientas,Descripción del producto 106328,https://cdn.example.com/img/106328.jpg
SKU-106329,Producto 106329,1063290.50,329,,Descripción del producto 106329,https://cdn.example.com/img/106329.jpg
,Producto 106330,1063300.50,330,Electrónica,Descripción del producto 106330,https://cdn.example.com/img/106330.jpg
SKU-106331,Producto 106331,1063310.50,331,Hogar,Descripción del producto 106331,https://cdn.example.com/img/106331.jpg
SKU-106332,Producto 106332,1063320.50,332,Ropa,Descripción del producto 106332,https://cdn.example.com/img/106332.jpg
SKU-106333,Producto 106333,1063330.50,333,Deportes,Descripción del producto 106333,https://cdn.example.com/img/106333.jpg
SKU-106334,Producto 106334,1063340.50,334,Juguetes,Descripción del producto 106334,https://cdn.example.com/img/106334.jpg
SKU-106335,Producto 106335,1063350.50,335.75,Libros,Descripción del producto 106335,https://cdn.example.com/img/106335.jpg
SKU-106336,Producto 106336,1063360.50,336,Alimentos,Descripción del producto 106336,https://cdn.example.com/img/106336.jpg
,Producto 106337,1063370.50,337,Belleza,Descripción del producto 106337,https://cdn.example.com/img/106337.jpg
SKU-106338,Producto 106338,1063380.50,abc,Herramientas,Descripción del producto 106338,https://cdn.example.com/img/106338.jpg
SKU-106339,  Producto   106339   con   espacios  ,1063390.50,339,Mascotas,Descripción del producto 106339,https://cdn.example.com/img/106339.jpg
SKU-106340,Producto 106340,-1063400.50,340,Electrónica,Descripción del producto 106340,https://cdn.example.com/img/106340.jpg
SKU-106341,Producto 106341,1063410.50,341,Hogar,Descripción del producto 106341,https://cdn.example.com/img/106341.jpg
SKU-106342,Producto 106342,1063420.50,342,Ropa,Descripción del producto 106342,https://cdn.example.com/img/106342.jpg
SKU-106343,Producto 106343,1063430.50,-343,Deportes,Descripción del producto 106343,https://cdn.example.com/img/106343.jpg
,Producto 106344,1063440.50,344,Juguetes,Descripción del producto 106344,https://cdn.example.com/img/106344.jpg
SKU-106345,Producto 106345,1063450.50,345,Libros,Descripción del producto 106345,https://cdn.example.com/img/106345.jpg
SKU-106346,Producto 106346,1063460.50,346,Alimentos,Descripción del producto 106346,https://cdn.example.com/img/106346.jpg
SKU-106347,Producto 106347,1063470.50,347,Belleza,Descripción del producto 106347,https://cdn.example.com/img/106347.jpg
SKU-106348,,1063480.50,348,Herramientas,Descripción del producto 106348,https://cdn.example.com/img/106348.jpg
SKU-106349,Producto 106349,1063490.50,349,Mascotas,Descripción del producto 106349,https://cdn.example.com/img/106349.jpg
SKU-106350,Producto 106350,1063500.50,350,Electrónica,Descripción del producto 106350,https://cdn.example.com/img/106350.jpg
,Producto 106351,1063510.50,351,Hogar,Descripción del producto 106351,https://cdn.example.com/img/106351.jpg
SKU-106352,Producto 106352,1063520.50,352.75,Ropa,Descripción del producto 106352,https://cdn.example.com/img/106352.jpg
SKU-106353,Producto 106353,-1063530.50,353,Deportes,Descripción del producto 106353,https://cdn.example.com/img/106353.jpg
SKU-106354,Producto 106354,1063540.50,354,Juguetes,Descripción del producto 106354,no-es-una-url
SKU-106355,Producto 106355,1063550.50,355,Libros,Descripción del producto 106355,https://cdn.example.com/img/106355.jpg
SKU-106356,Producto 106356,1063560.50,356,Alimentos,Descripción del producto 106356,https://cdn.example.com/img/106356.jpg
SKU-106357,Producto 106357,1063570.50,357,Belleza,Descripción del producto 106357,https://cdn.example.com/img/106357.jpg
,Producto 106358,1063580.50,358,Herramientas,Descripción del producto 106358,https://cdn.example.com/img/106358.jpg
SKU-106359,,1063590.50,359,Mascotas,Descripción del producto 106359,https://cdn.example.com/img/106359.jpg
SKU-106360,Producto 106360,1063600.50,360,Electrónica,Descripción del producto 106360,https://cdn.example.com/img/106360.jpg
SKU-106361,Producto 106361,no-es-un-numero,361,Hogar,Descripción del producto 106361,https://cdn.example.com/img/106361.jpg
SKU-106362,Producto 106362,1063620.50,-362,Ropa,Descripción del producto 106362,https://cdn.example.com/img/106362.jpg
SKU-106363,Producto 106363,1063630.50,363,Deportes,Descripción del producto 106363,https://cdn.example.com/img/106363.jpg
SKU-106364,Producto 106364,1063640.50,364,Juguetes,Descripción del producto 106364,https://cdn.example.com/img/106364.jpg
,Producto 106365,1063650.50,365,Libros,Descripción del producto 106365,https://cdn.example.com/img/106365.jpg
SKU-106366,Producto 106366,-1063660.50,366,Alimentos,Descripción del producto 106366,https://cdn.example.com/img/106366.jpg
SKU-106367,Producto 106367,1063670.50,367,Belleza,Descripción del producto 106367,https://cdn.example.com/img/106367.jpg
SKU-106368,Producto 106368,1063680.50,368,Herramientas,Descripción del producto 106368,https://cdn.example.com/img/106368.jpg
SKU-106369,Producto 106369,1063690.50,369.75,Mascotas,Descripción del producto 106369,https://cdn.example.com/img/106369.jpg
SKU-106370,,1063700.50,370,Electrónica,Descripción del producto 106370,https://cdn.example.com/img/106370.jpg
SKU-106371,Producto 106371,1063710.50,371,HOGAR,Descripción del producto 106371,https://cdn.example.com/img/106371.jpg
,Producto 106372,1063720.50,372,Ropa,Descripción del producto 106372,https://cdn.example.com/img/106372.jpg
SKU-106373,Producto 106373,1063730.50,373,Deportes,Descripción del producto 106373,https://cdn.example.com/img/106373.jpg
SKU-106374,Producto 106374,1063740.50,374,Juguetes,Descripción del producto 106374,https://cdn.example.com/img/106374.jpg
SKU-106375,Producto 106375,1063750.50,375,,Descripción del producto 106375,https://cdn.example.com/img/106375.jpg
SKU-106376,Producto 106376,1063760.50,376,Alimentos,Descripción del producto 106376,https://cdn.example.com/img/106376.jpg
SKU-106377,Producto 106377,1063770.123456,377,Belleza,Descripción del producto 106377,https://cdn.example.com/img/106377.jpg
SKU-106378,Producto 106378,1063780.50,378,Herramientas,Descripción del producto 106378,https://cdn.example.com/img/106378.jpg
,Producto 106379,1063790.50,379,Mascotas,Descripción del producto 106379,https://cdn.example.com/img/106379.jpg
SKU-106380,Producto 106380,1063800.50,380,Electrónica,Descripción del producto 106380,https://cdn.example.com/img/106380.jpg
SKU-106381,,1063810.50,381,Hogar,Descripción del producto 106381,https://cdn.example.com/img/106381.jpg
SKU-106382,  Producto   106382   con   espacios  ,1063820.50,382,Ropa,Descripción del producto 106382,https://cdn.example.com/img/106382.jpg
SKU-106383,Producto 106383,1063830.50,383,Deportes,Descripción del producto 106383,https://cdn.example.com/img/106383.jpg
SKU-106384,Producto 106384,1063840.50,384,Juguetes,,https://cdn.example.com/img/106384.jpg
SKU-106385,Producto 106385,1063850.50,385,Libros,Descripción del producto 106385,https://cdn.example.com/img/106385.jpg
,Producto 106386,1063860.50,386,Alimentos,Descripción del producto 106386,https://cdn.example.com/img/106386.jpg
SKU-106387,Producto 106387,1063870.50,387,Belleza,Descripción del producto 106387,https://cdn.example.com/img/106387.jpg
SKU-106388,Producto 106388,1063880.50,388,Herramientas,Descripción del producto 106388,https://cdn.example.com/img/106388.jpg
SKU-106389,Producto 106389,1063890.50,389,Mascotas,Descripción del producto 106389,https://cdn.example.com/img/106389.jpg
SKU-106390,Producto 106390,1063900.50,390,Electrónica,Descripción del producto 106390,https://cdn.example.com/img/106390.jpg
SKU-106391,Producto 106391,1063910.50,391,Hogar,Descripción del producto 106391,https://cdn.example.com/img/106391.jpg
SKU-106392,,1063920.50,392,Ropa,Descripción del producto 106392,https://cdn.example.com/img/106392.jpg
,Producto 106393,1063930.50,393,Deportes,Descripción del producto 106393,https://cdn.example.com/img/106393.jpg
SKU-106394,Producto 106394,1063940.50,394,Juguetes,Descripción del producto 106394,https://cdn.example.com/img/106394.jpg
SKU-106395,Producto 106395,1063950.50,395,Libros,Descripción del producto 106395,no-es-una-url
SKU-106396,Producto 106396,1063960.50,396,Alimentos,Descripción del producto 106396,https://cdn.example.com/img/106396.jpg
SKU-106397,Producto 106397,1063970.50,397,Belleza,Descripción del producto 106397,https://cdn.example.com/img/106397.jpg
SKU-106398,Producto 106398,1063980.50,398,,Descripción del producto 106398,https://cdn.example.com/img/106398.jpg
SKU-106399,Producto 106399,1063990.50,399,Mascotas,Descripción del producto 106399,https://cdn.example.com/img/106399.jpg
,Producto 106400,1064000.50,400,Electrónica,Descripción del producto 106400,https://cdn.example.com/img/106400.jpg
SKU-106373,Producto 106401,1064010.50,401,Hogar,Descripción del producto 106401,https://cdn.example.com/img/106401.jpg
SKU-106402,Producto 106402,1064020.50,402,Ropa,Descripción del producto 106402,https://cdn.example.com/img/106402.jpg
SKU-106403,,1064030.50,403,Deportes,Descripción del producto 106403,https://cdn.example.com/img/106403.jpg
SKU-106404,Producto 106404,1064040.50,404,Juguetes,Descripción del producto 106404,https://cdn.example.com/img/106404.jpg
SKU-106405,Producto 106405,-1064050.50,405,Libros,Descripción del producto 106405,https://cdn.example.com/img/106405.jpg
SKU-106406,Producto 106406,1064060.50,406,Alimentos,Descripción del producto 106406,https://cdn.example.com/img/106406.jpg
,Producto 106407,1064070.50,407,Belleza,Descripción del producto 106407,https://cdn.example.com/img/106407.jpg
sku-106408,Producto 106408,1064080.50,408,Herramientas,Descripción del producto 106408,https://cdn.example.com/img/106408.jpg
SKU-106409,Producto 106409,1064090.50,409,Mascotas,Descripción del producto 106409,https://cdn.example.com/img/106409.jpg
SKU-106410,Producto 106410,1064100.50,410,Electrónica,Descripción del producto 106410,https://cdn.example.com/img/106410.jpg
SKU-106411,Producto 106411,1064110.50,411,Hogar,Descripción del producto 106411,https://cdn.example.com/img/106411.jpg
SKU-106412,Producto 106412,1064120.50,abc,Ropa,Descripción del producto 106412,https://cdn.example.com/img/106412.jpg
SKU-106413,Producto 106413,1064130.50,413,Deportes,Descripción del producto 106413,https://cdn.example.com/img/106413.jpg
,Producto 106414,1064140.50,414,Juguetes,Descripción del producto 106414,https://cdn.example.com/img/106414.jpg
SKU-106415,Producto 106415,1064150.50,415,Libros,Descripción del producto 106415,https://cdn.example.com/img/106415.jpg
SKU-106416,Producto 106416,1064160.50,416,Alimentos,Descripción del producto 106416,https://cdn.example.com/img/106416.jpg
SKU-106417,Producto 106417,1064170.50,417,Belleza,Descripción del producto 106417,https://cdn.example.com/img/106417.jpg
SKU-106418,Producto 106418,-1064180.50,418,Herramientas,Descripción del producto 106418,https://cdn.example.com/img/106418.jpg
SKU-106419,Producto 106419,1064190.50,-419,Mascotas,Descripción del producto 106419,https://cdn.example.com/img/106419.jpg
SKU-106420,Producto 106420,1064200.50,420.75,Electrónica,Descripción del producto 106420,https://cdn.example.com/img/106420.jpg
,Producto 106421,1064210.50,421,Hogar,Descripción del producto 106421,https://cdn.example.com/img/106421.jpg
SKU-106422,Producto 106422,1064220.50,422,Ropa,Descripción del producto 106422,https://cdn.example.com/img/106422.jpg
SKU-106423,Producto 106423,no-es-un-numero,423,Deportes,Descripción del producto 106423,https://cdn.example.com/img/106423.jpg
SKU-106424,Producto 106424,1064240.50,424,JUGUETES,Descripción del producto 106424,https://cdn.example.com/img/106424.jpg
SKU-106425,,1064250.50,425,Libros,Descripción del producto 106425,https://cdn.example.com/img/106425.jpg
SKU-106426,Producto 106426,1064260.50,426,Alimentos,Descripción del producto 106426,https://cdn.example.com/img/106426.jpg
SKU-106427,Producto 106427,1064270.50,427,Belleza,Descripción del producto 106427,https://cdn.example.com/img/106427.jpg
,Producto 106428,1064280.50,428,Herramientas,Descripción del producto 106428,https://cdn.example.com/img/106428.jpg
SKU-106429,Producto 106429,1064290.50,429,Mascotas,Descripción del producto 106429,https://cdn.example.com/img/106429.jpg
SKU-106402,Producto 106430,1064300.50,430,Electrónica,Descripción del producto 106430,https://cdn.example.com/img/106430.jpg
SKU-106431,Producto 106431,-1064310.50,431,Hogar,Descripción del producto 106431,https://cdn.example.com/img/106431.jpg
SKU-106432,Producto 106432,1064320.50,432,Ropa,Descripción del producto 106432,https://cdn.example.com/img/106432.jpg
SKU-106433,Producto 106433,1064330.50,433,Deportes,Descripción del producto 106433,https://cdn.example.com/img/106433.jpg
SKU-106434,Producto 106434,1064340.50,434,Juguetes,Descripción del producto 106434,https://cdn.example.com/img/106434.jpg
,Producto 106435,1064350.50,435,Libros,Descripción del producto 106435,https://cdn.example.com/img/106435.jpg
SKU-106436,,1064360.50,436,Alimentos,Descripción del producto 106436,https://cdn.example.com/img/106436.jpg
SKU-106437,Producto 106437,1064370.50,437.75,Belleza,Descripción del producto 106437,https://cdn.example.com/img/106437.jpg
SKU-106438,Producto 106438,1064380.50,-438,Herramientas,Descripción del producto 106438,https://cdn.example.com/img/106438.jpg
SKU-106439,Producto 106439,1064390.50,439,Mascotas,Descripción del producto 106439,https://cdn.example.com/img/106439.jpg
SKU-106440,Producto 106440,1064400.50,440,Electrónica,Descripción del producto 106440,https://cdn.example.com/img/106440.jpg
SKU-106441,Producto 106441,1064410.50,441,Hogar,Descripción del producto 106441,https://cdn.example.com/img/106441.jpg
,Producto 106442,1064420.50,442,Ropa,Descripción del producto 106442,https://cdn.example.com/img/106442.jpg
SKU-106443,Producto 106443,1064430.50,443,Deportes,Descripción del producto 106443,https://cdn.example.com/img/106443.jpg
SKU-106444,Producto 106444,-1064440.50,444,Juguetes,Descripción del producto 106444,https://cdn.example.com/img/106444.jpg
SKU-106445,Producto 106445,1064450.50,445,Libros,,https://cdn.example.com/img/106445.jpg
SKU-106446,Producto 106446,1064460.50,446,Alimentos,Descripción del producto 106446,https://cdn.example.com/img/106446.jpg
SKU-106447,,1064470.50,447,Belleza,Descripción del producto 106447,https://cdn.example.com/img/106447.jpg
SKU-106448,Producto 106448,1064480.50,448,Herramientas,Descripción del producto 106448,https://cdn.example.com/img/106448.jpg
,Producto 106449,1064490.50,449,Mascotas,Descripción del producto 106449,https://cdn.example.com/img/106449.jpg
SKU-106450,Producto 106450,1064500.50,450,Electrónica,Descripción del producto 106450,https://cdn.example.com/img/106450.jpg
SKU-106451,Producto 106451,1064510.50,451,Hogar,Descripción del producto 106451,https://cdn.example.com/img/106451.jpg
